TransactionID,Items
4281,"Cucumber,Yogurt,Lettuce,Bread,Chicken,Jam,Juice"
4282,"Soda,Peanut Butter,Milk,Jam,Bread,Flour"
4283,Flour
4284,"Eggs,Fish"
4285,Juice
4286,"Carrots,Ice Cream"
4287,"Beef,Yogurt"
4288,Peanut Butter
4289,"Cereal,Bread"
4290,"Peanut Butter,Cheese,Cucumber,Fish"
4291,"Cookies,Flour,Soda,Milk,Cucumber,Peanut Butter"
4292,"Apples,Carrots,Bread,Yogurt,Onions"
4293,"Carrots,Yogurt,Soda,Lettuce,Chips,Jam"
4294,"Cucumber,Coffee,Chips,Soda,Lettuce,Juice"
4295,"Bread,Apples,Carrots"
4296,"Jam,Cheese,Coffee,Yogurt,Lettuce"
4297,"Beef,Bread,Yogurt,Eggs,Soda"
4298,"Onions,Eggs,Garlic,Yogurt,Cucumber"
4299,"Jam,Bread,Pasta,Onions,Rice"
4300,"Eggs,Cookies,Garlic,Lettuce,Carrots"
4301,"Beef,Cheese,Carrots,Juice,Apples"
4302,"Onions,Cheese,Lettuce"
4303,"Tea,Pasta"
4304,"Coffee,Beef,Lettuce"
4305,"Ice Cream,Butter,Bread,Yogurt"
4306,"Tomatoes,Cookies,Chips,Milk,Cucumber,Soda,Juice"
4307,Flour
4308,Chicken
4309,"Beef,Lettuce,Cheese"
4310,"Peanut Butter,Beef,Onions,Juice,Apples,Chicken"
4311,"Eggs,Ice Cream"
4312,"Cereal,Chicken,Jam,Tomatoes,Butter,Bread"
4313,"Cheese,Butter,Cucumber,Bread,Eggs"
4314,"Apples,Soda"
4315,"Onions,Carrots"
4316,"Chips,Bread,Bananas,Eggs,Milk,Onions,Lettuce"
4317,"Eggs,Flour,Tomatoes,Cucumber,Tea,Butter"
4318,Coffee
4319,"Bananas,Tea,Chips,Jam,Chicken,Carrots,Apples"
4320,"Cereal,Eggs,Flour,Cucumber,Coffee,Rice"
4321,"Juice,Jam"
4322,"Yogurt,Cereal,Tomatoes,Soda,Garlic,Fish"
4323,"Yogurt,Fish,Pasta,Cereal,Cheese"
4324,Butter
4325,"Rice,Ice Cream,Yogurt,Tea,Eggs"
4326,"Milk,Soda,Eggs,Ice Cream,Cheese"
4327,"Lettuce,Fish,Yogurt,Onions,Cookies,Soda,Cheese"
4328,"Peanut Butter,Cucumber,Onions,Chips"
4329,"Pasta,Yogurt,Chicken,Butter,Coffee,Flour,Chips"
4330,"Pasta,Coffee"
4331,"Soda,Chips,Beef,Cereal,Eggs,Cheese,Bananas"
4332,"Cereal,Tomatoes"
4333,"Milk,Cereal,Ice Cream,Eggs,Coffee,Jam,Soda"
4334,"Bread,Ice Cream,Bananas"
4335,"Cucumber,Cookies"
4336,"Fish,Eggs,Cookies,Lettuce,Milk,Onions,Cereal"
4337,"Peanut Butter,Cereal,Fish,Beef,Chicken,Milk,Ice Cream"
4338,"Bread,Rice,Cucumber,Carrots"
4339,Pasta
4340,Carrots
4341,"Peanut Butter,Cookies,Rice"
4342,Soda
4343,"Pasta,Tomatoes,Cookies,Beef"
4344,"Flour,Apples"
4345,"Butter,Tomatoes,Carrots"
4346,"Peanut Butter,Pasta,Rice,Beef,Flour,Soda,Bread"
4347,"Carrots,Ice Cream,Peanut Butter,Tomatoes"
4348,"Juice,Flour,Lettuce"
4349,"Chicken,Chips,Onions,Beef,Yogurt,Bananas,Cereal"
4350,"Cookies,Peanut Butter,Butter,Coffee"
4351,"Rice,Cheese,Carrots"
4352,"Cucumber,Fish,Chips,Bread,Milk,Jam"
4353,"Fish,Juice,Bread,Cucumber,Tea,Yogurt,Bananas"
4354,Lettuce
4355,Flour
4356,"Cheese,Juice,Garlic,Tea"
4357,"Apples,Juice,Fish,Peanut Butter"
4358,"Flour,Bananas,Milk,Soda,Chicken"
4359,Chicken
4360,"Tea,Beef,Cookies,Jam"
4361,"Bananas,Apples,Soda,Fish,Cucumber,Cookies,Eggs"
4362,Peanut Butter
4363,"Coffee,Carrots,Jam,Cheese,Peanut Butter,Fish,Soda"
4364,Tea
4365,"Carrots,Lettuce,Butter,Eggs,Cucumber"
4366,"Jam,Cheese,Apples"
4367,"Ice Cream,Peanut Butter,Yogurt,Chips"
4368,"Chicken,Butter,Garlic,Tea,Beef,Soda,Ice Cream"
4369,"Bread,Carrots"
4370,"Chicken,Pasta"
4371,"Milk,Bananas,Eggs,Cheese,Peanut Butter,Pasta,Chicken"
4372,"Carrots,Tea,Milk"
4373,Chips
4374,Pasta
4375,Garlic
4376,Butter
4377,"Beef,Butter,Peanut Butter,Rice"
4378,"Beef,Chicken,Carrots,Lettuce,Soda,Cheese,Ice Cream"
4379,"Lettuce,Beef,Ice Cream,Tea,Milk"
4380,"Chips,Milk,Coffee,Onions,Juice,Ice Cream,Yogurt"
4381,"Butter,Cucumber"
4382,"Rice,Tomatoes,Eggs,Flour,Cucumber,Milk,Butter"
4383,"Beef,Yogurt,Onions,Ice Cream"
4384,"Tea,Chicken"
4385,"Flour,Cereal,Lettuce,Yogurt,Cookies,Rice"
4386,"Garlic,Apples,Milk,Onions,Ice Cream"
4387,"Juice,Lettuce,Coffee,Eggs,Pasta,Cheese,Bananas"
4388,"Eggs,Coffee,Flour,Beef,Yogurt,Bananas,Juice"
4389,"Apples,Tea"
4390,"Ice Cream,Soda,Cheese,Flour"
4391,"Cucumber,Eggs,Soda,Apples,Tea,Carrots"
4392,"Cheese,Jam"
4393,"Chips,Pasta,Onions,Jam"
4394,"Cereal,Chicken"
4395,"Onions,Soda"
4396,"Lettuce,Cucumber,Milk,Bananas,Bread"
4397,Peanut Butter
4398,"Yogurt,Cheese,Jam,Fish,Cereal,Milk"
4399,Pasta
4400,"Chips,Tomatoes,Eggs,Jam,Bread,Onions,Cookies"
4401,Yogurt
4402,"Pasta,Ice Cream,Flour,Tea,Tomatoes"
4403,Cucumber
4404,"Coffee,Butter,Tomatoes,Tea"
4405,"Tea,Chicken,Bananas,Juice,Lettuce"
4406,"Milk,Ice Cream,Butter"
4407,"Jam,Butter"
4408,"Peanut Butter,Cookies"
4409,"Ice Cream,Soda,Bananas,Juice,Eggs,Chicken,Fish"
4410,"Coffee,Butter"
4411,"Eggs,Flour,Rice,Beef"
4412,"Ice Cream,Eggs,Carrots,Butter,Peanut Butter,Chips,Juice"
4413,"Cucumber,Cookies,Tomatoes"
4414,"Milk,Ice Cream,Flour,Chips,Yogurt"
4415,"Lettuce,Yogurt"
4416,"Cucumber,Fish,Cereal,Chips,Tomatoes,Butter"
4417,Rice
4418,"Cereal,Apples,Coffee,Bread,Peanut Butter,Lettuce,Juice"
4419,Chicken
4420,"Tomatoes,Bananas"
4421,"Butter,Peanut Butter"
4422,"Apples,Bread,Peanut Butter"
4423,"Garlic,Jam,Rice"
4424,"Butter,Flour,Peanut Butter,Chicken"
4425,"Garlic,Bananas,Cookies,Tea"
4426,"Tomatoes,Bread,Pasta,Cookies"
4427,Garlic
4428,"Jam,Flour,Cheese,Chicken,Lettuce,Fish"
4429,"Tomatoes,Fish,Cucumber,Garlic,Chips"
4430,"Cheese,Garlic,Eggs,Yogurt,Ice Cream,Tea"
4431,"Garlic,Ice Cream,Flour,Pasta,Tomatoes,Yogurt,Fish"
4432,"Beef,Coffee,Lettuce,Cheese,Milk"
4433,"Cheese,Pasta,Tea,Ice Cream,Cookies,Bread,Rice"
4434,"Bread,Rice,Butter,Fish,Yogurt"
4435,"Rice,Peanut Butter,Bread,Chicken"
4436,"Cookies,Chicken,Onions"
4437,"Bananas,Milk,Coffee,Bread,Apples,Peanut Butter,Rice"
4438,"Peanut Butter,Cookies,Soda,Carrots,Fish"
4439,"Chicken,Ice Cream,Butter,Garlic,Apples"
4440,"Cucumber,Cereal,Lettuce"
4441,"Yogurt,Tomatoes,Butter,Cheese,Jam,Bananas"
4442,"Cereal,Jam"
4443,"Lettuce,Eggs,Rice,Bread,Butter,Apples,Peanut Butter"
4444,"Bananas,Peanut Butter,Butter,Soda,Beef,Juice"
4445,"Cucumber,Juice,Lettuce,Carrots,Peanut Butter,Bananas,Rice"
4446,"Bread,Cereal,Carrots,Garlic"
4447,Fish
4448,"Soda,Tea,Coffee,Fish,Carrots,Onions"
4449,"Pasta,Soda,Cheese"
4450,"Rice,Yogurt,Cereal,Bread"
4451,"Milk,Jam,Juice"
4452,"Fish,Bananas,Tea,Carrots,Milk"
4453,"Juice,Coffee"
4454,"Cucumber,Cheese,Cereal,Apples"
4455,"Cereal,Apples,Juice,Eggs"
4456,"Jam,Bread,Soda,Butter"
4457,"Apples,Cheese"
4458,"Juice,Chips,Cookies,Yogurt,Fish,Lettuce"
4459,"Soda,Cookies"
4460,"Peanut Butter,Bananas,Tea"
4461,"Peanut Butter,Carrots,Garlic,Fish"
4462,"Garlic,Butter,Bananas,Cucumber"
4463,"Cheese,Cucumber,Peanut Butter,Bananas,Onions,Carrots,Beef"
4464,"Cucumber,Juice,Cheese"
4465,"Bread,Pasta,Milk,Apples,Carrots,Cheese,Yogurt"
4466,"Cucumber,Chips,Coffee,Jam"
4467,"Cheese,Fish,Coffee"
4468,"Lettuce,Pasta"
4469,"Tea,Butter,Ice Cream"
4470,"Garlic,Ice Cream,Coffee,Cheese,Tea"
4471,Soda
4472,"Cheese,Butter"
4473,"Pasta,Eggs,Lettuce,Juice,Flour,Garlic"
4474,"Carrots,Tomatoes,Peanut Butter,Bananas,Bread,Cheese"
4475,Lettuce
4476,"Apples,Cookies,Soda,Pasta,Peanut Butter"
4477,"Chicken,Juice"
4478,Bread
4479,Tomatoes
4480,"Eggs,Garlic,Milk,Cucumber,Beef"
4481,"Coffee,Beef"
4482,"Yogurt,Soda,Garlic,Jam,Pasta,Onions,Milk"
4483,"Cheese,Juice,Tea,Butter,Milk,Tomatoes,Flour"
4484,"Bread,Onions"
4485,"Coffee,Bread,Eggs,Fish,Yogurt,Tea,Soda"
4486,"Cookies,Ice Cream,Butter"
4487,Tea
4488,"Beef,Cheese,Yogurt,Flour,Bread,Bananas"
4489,"Fish,Chips,Lettuce,Cookies,Chicken,Peanut Butter,Carrots"
4490,"Chicken,Cheese,Ice Cream,Garlic,Lettuce,Soda,Bananas"
4491,"Flour,Chips"
4492,"Eggs,Cookies,Carrots,Butter,Milk,Soda"
4493,"Butter,Cookies,Apples,Tea"
4494,"Yogurt,Pasta,Bread"
4495,"Beef,Onions,Eggs,Cheese,Jam"
4496,"Chips,Jam,Beef,Yogurt,Chicken,Cookies,Peanut Butter"
4497,"Lettuce,Garlic,Fish,Bread,Jam,Butter"
4498,"Onions,Cheese,Cucumber,Cookies,Cereal"
4499,"Tea,Peanut Butter,Bananas,Fish,Soda,Bread,Tomatoes"
4500,"Carrots,Peanut Butter,Pasta,Apples,Rice,Bananas,Eggs"
4501,"Tomatoes,Yogurt"
4502,"Cookies,Rice,Soda,Tea,Garlic"
4503,"Butter,Peanut Butter,Onions,Beef"
4504,"Chicken,Tea,Juice,Coffee"
4505,"Bread,Bananas,Tea,Eggs"
4506,"Cheese,Peanut Butter"
4507,"Rice,Cereal,Carrots,Pasta,Onions,Ice Cream"
4508,"Butter,Cereal,Chicken,Pasta,Chips,Flour,Bananas"
4509,"Peanut Butter,Yogurt,Garlic,Cucumber,Chips"
4510,"Cereal,Juice,Lettuce,Milk"
4511,"Cheese,Bread,Bananas,Lettuce"
4512,"Apples,Cookies,Lettuce,Tomatoes,Juice,Pasta"
4513,Onions
4514,"Garlic,Fish,Chips,Milk,Peanut Butter,Cereal"
4515,"Ice Cream,Rice,Soda,Bread"
4516,Apples
4517,"Pasta,Beef"
4518,"Beef,Cookies,Fish,Milk,Carrots,Tea"
4519,"Peanut Butter,Chips,Apples,Beef"
4520,"Chicken,Lettuce,Cookies"
4521,"Chips,Pasta,Garlic,Chicken,Eggs,Yogurt,Lettuce"
4522,"Cucumber,Cheese,Jam,Butter,Onions,Fish,Chicken"
4523,"Tea,Jam"
4524,"Soda,Coffee,Chips,Carrots,Garlic,Ice Cream,Rice"
4525,"Flour,Yogurt,Tea,Onions,Peanut Butter,Cheese"
4526,"Cookies,Beef,Pasta,Cereal,Fish,Coffee"
4527,"Onions,Tea,Lettuce,Cookies"
4528,"Beef,Eggs,Milk,Juice"
4529,"Butter,Yogurt,Cereal,Cookies,Pasta,Onions,Soda"
4530,"Apples,Lettuce,Jam,Juice,Chicken,Pasta"
4531,"Milk,Cookies"
4532,"Bananas,Beef,Milk,Apples,Tea"
4533,"Chips,Ice Cream,Tomatoes,Butter,Pasta,Coffee"
4534,"Chicken,Butter,Beef"
4535,"Pasta,Tomatoes,Juice,Butter,Chips,Bananas,Cucumber"
4536,"Onions,Bananas,Milk,Ice Cream,Cheese,Carrots,Bread"
4537,"Tea,Apples"
4538,"Cereal,Fish,Juice,Beef"
4539,"Yogurt,Bananas"
4540,"Cheese,Cucumber,Juice,Milk,Bananas,Pasta"
4541,"Flour,Peanut Butter,Chips,Rice,Yogurt,Tea"
4542,"Soda,Lettuce,Flour,Pasta,Tea,Chicken,Ice Cream"
4543,"Bananas,Pasta,Beef,Cookies"
4544,"Pasta,Jam,Chips,Cucumber"
4545,"Juice,Tea,Rice"
4546,"Cereal,Jam,Fish,Juice,Bananas,Rice,Cookies"
4547,"Yogurt,Pasta,Tomatoes,Bananas"
4548,"Coffee,Cucumber,Chips,Rice,Peanut Butter,Jam,Tea"
4549,"Cheese,Cookies,Chicken,Coffee,Pasta,Ice Cream,Cereal"
4550,"Garlic,Tea,Chicken,Apples,Jam,Cheese,Rice"
4551,"Carrots,Onions,Rice,Butter"
4552,"Milk,Coffee,Pasta"
4553,Cereal
4554,"Coffee,Bananas,Cucumber,Onions,Eggs,Ice Cream"
4555,"Apples,Peanut Butter,Tea"
4556,"Peanut Butter,Fish"
4557,"Tomatoes,Tea,Cereal"
4558,"Chips,Butter,Ice Cream,Cheese,Apples,Juice,Eggs"
4559,"Milk,Cereal"
4560,"Rice,Flour,Chips,Garlic,Cheese,Fish,Apples"
4561,Lettuce
4562,"Chips,Fish,Butter,Lettuce"
4563,"Eggs,Peanut Butter,Pasta,Cookies,Cereal,Jam,Flour"
4564,"Tea,Garlic"
4565,Eggs
4566,"Butter,Carrots"
4567,"Garlic,Onions"
4568,Garlic
4569,"Apples,Butter"
4570,"Carrots,Bananas,Garlic,Flour"
4571,"Coffee,Chips,Flour,Peanut Butter,Eggs,Cheese,Cucumber"
4572,"Carrots,Garlic,Bananas,Yogurt"
4573,"Juice,Lettuce,Fish,Tomatoes"
4574,Chips
4575,"Garlic,Apples,Tomatoes"
4576,"Yogurt,Flour,Tomatoes"
4577,"Cookies,Bananas,Lettuce,Ice Cream,Beef"
4578,"Juice,Beef"
4579,"Coffee,Juice"
4580,"Butter,Cookies,Tomatoes,Chips,Beef,Peanut Butter"
4581,Peanut Butter
4582,"Beef,Bananas,Apples,Bread"
4583,"Flour,Pasta,Chicken,Chips,Cucumber,Juice,Cookies"
4584,"Apples,Cucumber,Flour,Jam,Eggs"
4585,"Ice Cream,Cereal,Rice"
4586,"Chips,Onions"
4587,"Eggs,Jam,Apples,Lettuce,Yogurt"
4588,Cookies
4589,"Onions,Flour,Fish,Pasta,Juice,Chips"
4590,"Chips,Yogurt,Juice,Tea,Chicken"
4591,"Eggs,Tea,Onions,Butter,Jam,Rice"
4592,"Yogurt,Cereal,Cheese"
4593,"Coffee,Garlic,Eggs,Fish,Bread,Onions"
4594,"Garlic,Flour,Coffee,Chicken,Juice"
4595,"Yogurt,Flour,Fish,Chicken"
4596,Cheese
4597,Yogurt
4598,"Flour,Coffee,Yogurt,Cookies,Cheese"
4599,"Peanut Butter,Bananas"
4600,"Ice Cream,Coffee,Yogurt,Garlic,Pasta,Chicken"
4601,"Chips,Bananas,Soda,Fish"
4602,"Peanut Butter,Cucumber,Juice,Garlic,Carrots,Eggs"
4603,"Coffee,Bananas"
4604,"Lettuce,Tomatoes,Bread,Cereal,Coffee,Chicken,Bananas"
4605,"Tomatoes,Beef,Lettuce,Garlic"
4606,"Bananas,Tomatoes,Cheese,Peanut Butter,Juice"
4607,"Milk,Flour,Pasta,Tea,Yogurt"
4608,"Tea,Bread,Milk,Soda,Yogurt"
4609,"Ice Cream,Pasta,Yogurt,Milk,Juice"
4610,"Onions,Apples,Cereal"
4611,"Butter,Tea,Rice,Beef,Ice Cream,Eggs,Lettuce"
4612,"Fish,Garlic,Beef,Apples,Carrots,Butter"
4613,"Cookies,Bread"
4614,"Rice,Cheese,Milk,Peanut Butter,Apples,Beef"
4615,Apples
4616,"Bread,Ice Cream,Milk,Chips,Butter,Carrots,Cereal"
4617,"Soda,Fish,Tea,Chips,Onions"
4618,"Apples,Tea,Flour"
4619,"Carrots,Pasta,Lettuce,Bananas"
4620,"Lettuce,Coffee"
4621,"Cheese,Eggs"
4622,"Milk,Jam"
4623,"Tea,Cucumber,Bananas,Butter,Cookies,Carrots,Eggs"
4624,"Cookies,Flour,Lettuce,Juice,Cheese,Cereal,Chips"
4625,"Milk,Cookies,Cucumber"
4626,"Ice Cream,Jam,Peanut Butter,Milk,Chips,Eggs"
4627,"Butter,Coffee"
4628,"Apples,Bananas,Fish,Cucumber,Rice"
4629,"Chips,Rice,Ice Cream"
4630,"Cereal,Butter"
4631,"Coffee,Garlic,Onions,Jam"
4632,"Cereal,Milk,Garlic,Apples,Rice,Jam,Eggs"
4633,"Butter,Fish,Cookies,Bananas,Soda"
4634,"Cookies,Cereal,Jam,Rice"
4635,Rice
4636,Onions
4637,Flour
4638,"Cookies,Soda,Lettuce,Peanut Butter"
4639,"Butter,Soda,Fish,Rice,Yogurt"
4640,"Eggs,Jam,Yogurt,Bread"
4641,"Chicken,Beef,Bread,Apples,Cereal,Garlic,Onions"
4642,"Flour,Cucumber"
4643,"Beef,Cheese,Jam"
4644,"Eggs,Bananas"
4645,"Yogurt,Peanut Butter"
4646,"Cereal,Juice,Chips,Cucumber,Carrots"
4647,"Bread,Rice,Carrots,Lettuce,Eggs,Chips"
4648,"Tea,Cucumber,Tomatoes"
4649,"Garlic,Coffee,Jam"
4650,"Pasta,Milk,Chicken,Lettuce,Apples,Jam,Yogurt"
4651,"Peanut Butter,Carrots,Chips,Tea,Coffee,Rice"
4652,Tomatoes
4653,"Garlic,Eggs,Pasta"
4654,"Coffee,Bananas,Cookies,Tomatoes,Chicken,Apples"
4655,"Peanut Butter,Chicken,Eggs,Yogurt,Tea"
4656,"Cheese,Peanut Butter,Eggs,Juice"
4657,"Butter,Ice Cream,Eggs,Bread"
4658,"Coffee,Rice"
4659,Rice
4660,"Bananas,Yogurt,Fish,Ice Cream"
4661,"Lettuce,Butter,Flour,Carrots,Ice Cream,Eggs"
4662,"Coffee,Tomatoes,Butter,Soda,Onions,Peanut Butter,Flour"
4663,"Juice,Cereal"
4664,"Chicken,Tea"
4665,"Chicken,Rice,Beef,Onions,Butter"
4666,"Rice,Lettuce,Yogurt,Garlic"
4667,"Rice,Garlic"
4668,"Cereal,Tea,Bread,Eggs,Soda,Flour"
4669,"Flour,Soda"
4670,"Milk,Soda"
4671,Carrots
4672,"Cereal,Coffee,Yogurt"
4673,"Cereal,Tomatoes,Chicken,Flour,Tea,Jam,Cucumber"
4674,"Beef,Onions,Carrots,Lettuce,Bananas,Jam,Peanut Butter"
4675,"Milk,Lettuce,Fish,Flour,Tea,Onions"
4676,"Butter,Coffee,Bananas,Juice,Cereal"
4677,"Lettuce,Cucumber,Butter,Milk,Yogurt,Chips,Pasta"
4678,"Soda,Bananas"
4679,"Flour,Milk,Beef"
4680,"Tea,Apples,Garlic"
4681,"Rice,Onions,Pasta"
4682,"Cereal,Cookies,Carrots"
4683,"Apples,Ice Cream,Cereal,Peanut Butter,Flour,Chicken,Bread"
4684,Soda
4685,"Beef,Carrots,Apples,Tomatoes,Flour,Milk"
4686,Tea
4687,"Flour,Cookies,Tomatoes"
4688,"Ice Cream,Yogurt,Jam,Tea,Apples,Chips"
4689,"Chicken,Beef,Pasta,Cereal"
4690,"Flour,Bread,Lettuce,Juice"
4691,"Milk,Soda,Tomatoes,Beef,Rice,Cucumber"
4692,Apples
4693,"Onions,Coffee,Pasta,Cheese,Cookies,Chicken"
4694,"Onions,Eggs,Jam,Coffee,Pasta,Cookies,Carrots"
4695,Bread
4696,"Onions,Yogurt,Lettuce"
4697,"Fish,Beef,Pasta"
4698,"Jam,Beef,Cheese"
4699,"Rice,Juice"
4700,"Cucumber,Ice Cream,Bananas"
4701,"Cereal,Lettuce,Onions,Coffee,Yogurt,Chips"
4702,"Soda,Butter,Chicken,Fish,Jam"
4703,"Milk,Juice,Soda,Garlic,Cucumber"
4704,"Bread,Cheese"
4705,"Chicken,Tea"
4706,"Lettuce,Peanut Butter,Cheese,Pasta"
4707,"Milk,Flour,Beef,Chips,Cookies,Butter"
4708,"Cereal,Jam,Yogurt,Flour,Eggs,Rice"
4709,"Juice,Rice,Jam"
4710,"Yogurt,Lettuce,Chips,Apples,Cucumber,Onions"
4711,Ice Cream
4712,Garlic
4713,"Cucumber,Tea,Cookies"
4714,"Flour,Eggs,Peanut Butter,Chips,Pasta,Bread,Milk"
4715,"Garlic,Chips,Jam"
4716,"Cucumber,Carrots"
4717,"Beef,Soda,Tomatoes"
4718,Jam
4719,"Jam,Cereal,Flour,Apples,Lettuce,Tomatoes,Garlic"
4720,Butter
4721,"Beef,Cereal,Garlic,Ice Cream,Jam,Rice"
4722,"Cookies,Rice,Pasta,Lettuce,Flour,Soda,Chips"
4723,Pasta
4724,"Lettuce,Jam,Yogurt,Tomatoes,Garlic,Coffee,Fish"
4725,"Chips,Butter,Peanut Butter"
4726,"Carrots,Garlic,Soda,Yogurt,Juice,Milk"
4727,"Pasta,Rice,Cucumber,Garlic,Chicken,Tea"
4728,"Cookies,Tea,Beef,Fish,Tomatoes,Milk"
4729,"Peanut Butter,Soda,Ice Cream,Carrots,Cucumber,Eggs"
4730,"Pasta,Fish,Apples"
4731,"Bread,Jam,Lettuce,Butter"
4732,"Tea,Carrots,Chips,Soda,Onions,Yogurt,Garlic"
4733,"Cereal,Chips"
4734,"Butter,Juice,Pasta,Bread,Jam,Fish,Cucumber"
4735,"Jam,Onions,Juice,Butter,Soda"
4736,Rice
4737,"Ice Cream,Soda,Milk"
4738,"Tea,Bananas,Chips,Bread,Pasta,Fish"
4739,"Cereal,Cheese,Fish,Rice,Yogurt"
4740,"Onions,Butter,Ice Cream,Peanut Butter"
4741,"Lettuce,Pasta,Bread,Juice,Rice,Peanut Butter"
4742,"Bananas,Flour,Tea"
4743,Tea
4744,"Yogurt,Carrots,Juice"
4745,Apples
4746,"Cheese,Carrots,Garlic"
4747,Eggs
4748,"Onions,Yogurt,Peanut Butter"
4749,Bread
4750,Jam
4751,"Coffee,Bread,Cheese"
4752,"Butter,Cereal"
4753,"Cookies,Lettuce,Soda,Garlic,Flour,Cucumber,Yogurt"
4754,"Onions,Juice,Milk,Chicken"
4755,"Carrots,Soda,Cookies,Cucumber"
4756,"Garlic,Yogurt"
4757,"Flour,Soda,Rice,Bread,Bananas,Garlic,Tea"
4758,"Coffee,Chips"
4759,"Cereal,Apples,Bread,Peanut Butter,Tomatoes,Carrots,Tea"
4760,"Fish,Chips,Cucumber,Garlic,Tomatoes"
4761,"Tomatoes,Milk"
4762,Lettuce
4763,"Cereal,Peanut Butter,Cucumber,Tomatoes"
4764,"Jam,Fish,Beef"
4765,"Cheese,Jam,Tea,Onions,Bread,Rice"
4766,Rice
4767,"Butter,Chips,Milk,Jam,Onions"
4768,"Yogurt,Jam,Fish,Ice Cream,Pasta,Bread"
4769,"Cookies,Beef,Yogurt"
4770,"Peanut Butter,Flour"
4771,"Cookies,Fish,Peanut Butter,Rice,Yogurt"
4772,"Bread,Carrots,Cheese,Yogurt"
4773,"Eggs,Butter,Rice,Bread,Cereal"
4774,"Peanut Butter,Onions,Chips,Cookies,Cucumber"
4775,"Chips,Cucumber,Juice,Bread,Tea"
4776,"Cucumber,Fish,Cereal"
4777,"Fish,Beef,Cookies,Coffee,Yogurt"
4778,"Pasta,Ice Cream,Peanut Butter,Cereal,Cheese"
4779,"Onions,Beef"
4780,"Butter,Pasta,Coffee,Garlic,Rice,Eggs,Cheese"
4781,"Rice,Yogurt,Cookies,Cereal,Peanut Butter,Pasta,Tea"
4782,Eggs
4783,"Coffee,Milk"
4784,"Peanut Butter,Yogurt,Jam"
4785,"Cheese,Garlic,Pasta,Coffee,Tomatoes,Onions"
4786,"Coffee,Carrots,Fish,Tomatoes"
4787,"Carrots,Cereal,Beef,Fish,Cookies,Flour"
4788,"Eggs,Tea,Pasta,Garlic"
4789,"Jam,Milk"
4790,"Fish,Flour,Cheese,Pasta"
4791,"Soda,Lettuce,Butter,Cucumber"
4792,"Butter,Cookies,Cheese,Flour,Tomatoes,Juice"
4793,"Bread,Lettuce,Cheese"
4794,"Chips,Chicken,Soda,Lettuce,Fish"
4795,"Jam,Eggs"
4796,"Pasta,Apples,Cookies,Jam,Fish,Tomatoes"
4797,"Soda,Pasta,Cereal"
4798,"Cucumber,Peanut Butter,Yogurt,Cookies,Rice,Eggs"
4799,"Pasta,Onions,Ice Cream"
4800,"Soda,Cookies,Eggs,Tomatoes,Pasta"
4801,"Flour,Tea,Beef,Rice,Peanut Butter,Jam,Carrots"
4802,"Chips,Chicken,Garlic,Rice,Bananas,Jam"
4803,Flour
4804,"Peanut Butter,Cucumber,Garlic,Butter,Cereal"
4805,"Garlic,Lettuce,Rice"
4806,"Rice,Ice Cream,Tea,Fish"
4807,"Bananas,Carrots,Fish,Cookies"
4808,"Cereal,Soda,Onions,Chips,Butter"
4809,"Yogurt,Fish,Cheese,Flour,Chips,Onions,Carrots"
4810,"Ice Cream,Yogurt,Pasta,Onions,Apples,Flour,Chicken"
4811,Rice
4812,"Juice,Ice Cream,Pasta"
4813,"Coffee,Carrots"
4814,"Cookies,Eggs,Cucumber,Chips,Coffee,Ice Cream"
4815,"Chips,Tea,Apples,Onions,Yogurt,Coffee,Cookies"
4816,"Jam,Chips,Yogurt"
4817,"Cookies,Cucumber"
4818,"Apples,Jam,Tea,Garlic,Juice"
4819,"Cucumber,Soda,Apples,Pasta,Juice,Cereal"
4820,"Lettuce,Onions,Rice"
4821,"Eggs,Tea,Pasta,Peanut Butter,Coffee"
4822,"Eggs,Bread,Beef,Cereal,Yogurt,Jam"
4823,"Cookies,Apples"
4824,"Bananas,Lettuce,Juice,Bread,Eggs"
4825,"Milk,Pasta,Soda,Butter,Juice"
4826,"Milk,Peanut Butter,Jam,Flour,Rice"
4827,"Milk,Cookies,Lettuce,Jam,Bread,Tea,Beef"
4828,"Cheese,Beef,Pasta"
4829,"Soda,Flour,Tomatoes,Apples,Ice Cream,Cucumber,Carrots"
4830,"Beef,Fish,Butter,Tomatoes,Cookies,Cucumber"
4831,"Flour,Milk,Onions,Coffee"
4832,"Yogurt,Lettuce,Rice,Tea"
4833,Yogurt
4834,"Carrots,Rice,Flour"
4835,Tomatoes
4836,"Bread,Cheese,Peanut Butter,Onions,Eggs"
4837,"Bananas,Cheese,Milk,Pasta,Bread,Jam"
4838,"Pasta,Bread,Tea,Peanut Butter,Carrots,Beef"
4839,"Ice Cream,Juice"
4840,"Onions,Cereal,Chips,Apples,Flour,Ice Cream"
4841,"Garlic,Apples,Cookies,Fish,Peanut Butter,Coffee"
4842,"Carrots,Cookies,Soda,Tea,Yogurt,Ice Cream"
4843,"Pasta,Peanut Butter,Flour"
4844,"Coffee,Yogurt,Lettuce,Apples,Peanut Butter,Bread"
4845,"Peanut Butter,Bread,Soda"
4846,"Tomatoes,Apples,Pasta"
4847,Apples
4848,"Soda,Bananas,Butter,Tomatoes,Jam"
4849,"Cereal,Bananas,Yogurt,Soda,Onions"
4850,"Carrots,Pasta,Jam,Beef"
