SourceIP,DestinationIP,SourcePort,DestinationPort,Protocol,PacketSize,Duration,Flag,Anomaly
192.168.63.99,10.0.53.44,26375,802,UDP,498,0.3412469431428348,ACK,0
192.168.83.50,10.0.108.36,57606,262,UDP,473,2.0116674063242477,RST,0
192.168.223.246,10.0.64.47,31523,365,TCP,546,1.7000924878984365,FIN,0
192.168.130.198,10.0.116.220,48401,49,TCP,503,0.22944668704817592,PSH,0
192.168.178.131,10.0.87.233,24578,518,UDP,589,0.15832294915904163,PSH,0
192.168.250.163,10.0.17.143,63515,629,UDP,602,0.107741218536116,ACK,0
192.168.188.179,10.0.247.202,56645,118,UDP,622,0.0700340986260951,RST,0
192.168.29.167,10.0.127.135,50155,453,UDP,802,4.174700474452519,RST,0
192.168.197.238,10.0.164.227,59307,775,TCP,424,1.6675634019794656,ACK,0
192.168.217.189,10.0.242.16,20628,865,UDP,459,0.017072989062060506,ACK,0
192.168.126.63,10.0.155.54,17947,973,TCP,461,0.006647597373141208,ACK,0
192.168.244.9,10.0.53.64,48615,947,TCP,306,1.170923835876857,RST,0
192.168.185.162,10.0.245.4,63285,886,TCP,528,0.37291029598053904,PSH,0
192.168.14.179,10.0.180.144,51637,641,UDP,490,0.10419697077340473,PSH,0
192.168.75.67,10.0.225.246,55360,397,UDP,615,0.6236512762408146,FIN,0
192.168.233.242,10.0.105.123,9571,683,TCP,591,0.019017631049178682,PSH,0
192.168.75.66,10.0.86.32,61972,27,TCP,544,0.5531773622528202,ACK,0
192.168.126.155,10.0.115.244,45307,711,ICMP,527,0.2712548646066635,FIN,1
192.168.82.4,10.0.57.109,34026,372,TCP,444,0.3077170664585812,SYN,0
192.168.59.198,10.0.95.36,15586,899,TCP,519,0.3371959408502363,RST,0
192.168.47.165,10.0.192.167,51724,826,TCP,538,0.36774061901715466,FIN,0
192.168.196.102,10.0.27.133,8504,857,TCP,497,0.020245909985856448,SYN,0
192.168.41.133,10.0.3.159,27696,97,ICMP,498,0.8444473314226147,ACK,0
192.168.96.225,10.0.107.115,5237,1000,TCP,514,0.7938298731053457,PSH,0
192.168.216.43,10.0.34.96,11317,529,TCP,521,1.05213087459674,PSH,0
192.168.218.65,10.0.54.160,35465,685,TCP,590,0.17425315775900765,FIN,0
192.168.154.129,10.0.118.20,56884,974,TCP,238,5.262474051547164,SYN,0
192.168.195.151,10.0.229.216,63531,613,TCP,528,0.145978526129996,PSH,0
192.168.157.188,10.0.154.70,58158,186,UDP,526,1.668953131056441,ACK,0
192.168.210.193,10.0.126.139,3124,696,UDP,584,0.2489234917713103,SYN,0
192.168.45.28,10.0.1.51,45641,950,ICMP,489,0.5780996400249406,SYN,0
192.168.176.209,10.0.227.164,63021,215,UDP,290,0.391861523829839,PSH,0
192.168.73.69,10.0.142.253,29196,251,TCP,318,0.3677496254736715,FIN,0
192.168.107.239,10.0.224.228,21156,216,TCP,291,0.6665292202627567,FIN,0
192.168.203.179,10.0.118.140,53349,29,TCP,601,0.27394746297417916,FIN,0
192.168.157.2,10.0.63.25,19223,102,TCP,356,0.7915455632496436,PSH,0
192.168.86.209,10.0.114.204,37633,123,TCP,631,0.28859207748994753,RST,0
192.168.251.1,10.0.106.115,43989,54,TCP,462,3.6088625286038263,ACK,0
192.168.49.18,10.0.31.172,9040,283,TCP,478,0.27366136382085293,ACK,0
192.168.213.135,10.0.128.148,40803,614,TCP,674,1.4465633461401257,FIN,0
192.168.213.168,10.0.136.102,38285,117,TCP,528,0.6343448055214983,FIN,0
192.168.147.188,10.0.86.79,32905,616,TCP,363,0.03865656833494533,ACK,0
192.168.220.44,10.0.187.81,18082,557,TCP,512,0.16570452508731817,PSH,0
192.168.90.96,10.0.157.8,25496,114,TCP,595,2.638913269352368,SYN,0
192.168.95.181,10.0.225.220,42370,855,TCP,446,1.7163834884105416,ACK,0
192.168.68.51,10.0.249.226,35950,543,TCP,682,0.15565856696441452,ACK,0
192.168.249.47,10.0.7.4,52837,676,UDP,375,0.05240030367571489,SYN,0
192.168.56.116,10.0.164.234,35856,977,TCP,289,0.16571164079978515,SYN,0
192.168.108.48,10.0.119.236,62219,701,TCP,674,0.8768993046074347,RST,0
192.168.102.16,10.0.182.83,37045,293,TCP,415,1.0039420005251638,ACK,0
192.168.93.208,10.0.66.219,55155,195,TCP,402,0.4762859316852178,SYN,1
192.168.98.67,10.0.104.235,25111,292,TCP,449,0.32973823173890426,ACK,0
192.168.209.113,10.0.135.142,13852,887,TCP,402,0.23181875099402266,SYN,0
192.168.55.223,10.0.51.171,62634,261,TCP,589,0.5778064583450228,FIN,0
192.168.85.21,10.0.63.200,32152,942,TCP,453,0.02281941345146009,FIN,0
192.168.150.22,10.0.14.171,59107,207,TCP,381,0.008744319858690786,FIN,0
192.168.193.32,10.0.91.145,2425,564,TCP,472,1.5983360315301647,ACK,0
192.168.141.17,10.0.118.133,20667,49,TCP,409,0.7557856070790502,ACK,0
192.168.175.8,10.0.164.15,16217,6,UDP,496,1.5196507595459887,ACK,0
192.168.120.123,10.0.69.187,27877,379,TCP,404,0.12095545526898918,PSH,0
192.168.248.173,10.0.143.126,45888,394,TCP,480,1.6891966023333371,FIN,0
192.168.51.3,10.0.246.152,21331,886,TCP,482,2.5605542944744424,SYN,0
192.168.31.69,10.0.84.247,38006,224,TCP,686,0.762226231222437,RST,0
192.168.3.171,10.0.174.132,20635,23,TCP,617,0.11141999562823185,PSH,1
192.168.21.25,10.0.248.189,44815,1008,TCP,517,0.13153287370592864,ACK,0
192.168.108.134,10.0.181.57,12974,657,TCP,469,0.2158979784499932,FIN,0
192.168.3.97,10.0.237.18,11728,110,TCP,468,0.20488566223643276,PSH,0
192.168.136.239,10.0.190.110,44135,724,TCP,512,2.898063238533178,FIN,0
192.168.248.122,10.0.150.26,12891,812,TCP,416,1.6109122769461968,SYN,0
192.168.172.155,10.0.164.227,3769,553,TCP,462,0.382933596436164,RST,0
192.168.219.87,10.0.120.56,56267,399,TCP,474,1.695959241099196,PSH,0
192.168.189.175,10.0.17.115,4890,172,TCP,497,1.4790025366898563,RST,0
192.168.175.81,10.0.8.98,33269,1006,TCP,515,0.4389157317057737,PSH,0
192.168.122.241,10.0.210.107,45748,698,TCP,572,0.03044376071741913,FIN,0
192.168.184.171,10.0.252.16,64169,726,TCP,592,0.00878347949406761,ACK,0
192.168.204.97,10.0.205.55,6842,306,UDP,554,0.39396650030804936,FIN,0
192.168.29.250,10.0.119.24,52398,564,TCP,674,0.046458050188918056,ACK,0
192.168.182.224,10.0.51.147,49885,582,UDP,565,0.1290785125040366,ACK,0
192.168.169.207,10.0.35.184,52968,708,TCP,494,0.29361901331402623,ACK,0
192.168.51.1,10.0.220.179,60065,959,TCP,491,0.19725840816962376,FIN,0
192.168.233.223,10.0.47.27,31140,954,TCP,591,0.1563876767676417,FIN,0
192.168.205.186,10.0.170.87,16517,151,UDP,475,0.30400536118576305,RST,0
192.168.71.7,10.0.112.7,29062,428,UDP,540,1.3351914449028395,PSH,0
192.168.62.223,10.0.125.126,21471,621,TCP,550,0.5877711313560934,ACK,0
192.168.143.244,10.0.105.186,31455,467,TCP,252,1.088268422706077,SYN,0
192.168.127.95,10.0.58.216,18932,630,TCP,350,2.641716998608113,SYN,0
192.168.231.159,10.0.97.66,30360,877,UDP,587,0.0013554597249347661,ACK,0
192.168.243.132,10.0.29.59,42016,607,TCP,544,3.0210454335733834,PSH,0
192.168.211.170,10.0.249.127,56374,768,TCP,224,0.3273099922206264,FIN,0
192.168.96.1,10.0.39.249,5049,556,TCP,228,0.33898637529660536,RST,0
192.168.164.5,10.0.238.3,52742,948,TCP,645,0.9926564403528523,SYN,0
192.168.184.224,10.0.110.125,52979,67,TCP,564,0.44762345747817395,PSH,0
192.168.23.249,10.0.108.8,62264,156,TCP,637,0.08387960146958166,FIN,0
192.168.166.174,10.0.212.25,21117,835,TCP,403,1.2428784834480717,ACK,0
192.168.227.60,10.0.70.226,7179,206,TCP,438,0.20234659853636697,FIN,0
192.168.248.103,10.0.26.230,47631,786,TCP,681,2.65032678598486,FIN,0
192.168.41.90,10.0.7.74,34511,155,TCP,541,4.411554166114495,FIN,0
192.168.219.241,10.0.189.133,48682,691,TCP,508,0.19994425975925673,RST,0
192.168.243.253,10.0.66.12,56692,509,UDP,483,1.4011488592884935,SYN,0
192.168.51.188,10.0.244.37,21987,572,TCP,327,4.8064905506010716,SYN,0
192.168.197.76,10.0.49.101,51148,1022,TCP,613,3.107948813031219,RST,0
192.168.99.183,10.0.93.213,53894,74,UDP,302,0.8322134602555898,PSH,0
192.168.73.223,10.0.138.115,57571,49,UDP,565,0.37400622173519826,FIN,0
192.168.16.33,10.0.152.33,65134,783,UDP,508,0.011732234161792724,ACK,0
192.168.254.204,10.0.152.111,54578,467,TCP,529,2.2850953818839557,RST,0
192.168.44.78,10.0.138.239,21960,585,TCP,441,0.036243687702935026,FIN,0
192.168.239.44,10.0.244.63,52383,708,TCP,645,0.8590179290861,FIN,0
192.168.228.245,10.0.75.93,5450,911,TCP,442,0.20597851659402103,SYN,0
192.168.59.124,10.0.164.16,24327,179,TCP,497,0.27704965097029444,RST,0
192.168.123.63,10.0.217.242,46304,48,TCP,501,0.023628592658559853,ACK,0
192.168.108.44,10.0.168.214,28630,72,TCP,466,0.03760457689417681,RST,0
192.168.45.28,10.0.68.148,48856,113,TCP,540,0.4310994288732096,ACK,0
192.168.222.184,10.0.12.86,29175,757,TCP,572,2.100134277361581,FIN,0
192.168.14.42,10.0.112.99,14791,897,TCP,489,0.8343267459567355,ACK,0
192.168.167.232,10.0.225.160,12332,903,TCP,562,0.7728540070486005,FIN,0
192.168.196.197,10.0.61.34,45269,821,TCP,564,0.9683797163663131,ACK,0
192.168.143.57,10.0.12.209,63546,159,TCP,539,0.766435718187432,SYN,0
192.168.131.171,10.0.230.253,59011,786,UDP,650,0.3627570506457447,RST,0
192.168.243.244,10.0.81.233,46695,780,TCP,661,2.1200164716348473,SYN,0
192.168.63.171,10.0.17.160,25794,816,UDP,460,0.6455068499815334,PSH,0
192.168.69.237,10.0.176.123,29596,30,TCP,469,1.396957964575526,RST,0
192.168.251.24,10.0.11.217,42472,97,TCP,569,2.430938476856362,RST,0
192.168.170.224,10.0.119.81,3228,251,TCP,493,0.0037342734995355234,ACK,0
192.168.114.239,10.0.164.3,28257,1007,TCP,531,0.6503513153661568,FIN,0
192.168.33.165,10.0.50.146,22753,519,TCP,382,0.9278970772154743,ACK,0
192.168.175.97,10.0.212.139,32155,92,TCP,472,0.6979446911146001,RST,0
192.168.195.168,10.0.134.72,53452,113,TCP,508,2.3270390101917693,SYN,0
192.168.223.207,10.0.164.112,34894,259,TCP,408,2.81421284511476,FIN,0
192.168.119.58,10.0.167.244,39035,107,TCP,334,0.1442047692694882,ACK,0
192.168.132.30,10.0.228.191,40406,575,TCP,627,0.3601979872556686,SYN,0
192.168.148.23,10.0.40.212,50091,390,TCP,345,0.30636173009861745,ACK,0
192.168.57.23,10.0.228.68,59609,991,UDP,656,0.6867042591721462,RST,0
192.168.174.190,10.0.150.48,42499,358,UDP,612,0.48143682797884974,ACK,0
192.168.96.191,10.0.17.249,47705,783,ICMP,530,0.44506314645873163,SYN,0
192.168.59.147,10.0.161.67,22631,199,TCP,545,0.763356639625947,SYN,1
192.168.188.33,10.0.28.238,25992,427,UDP,574,0.6734748682511832,SYN,0
192.168.160.245,10.0.185.232,34422,478,UDP,458,0.626190336241434,ACK,0
192.168.194.148,10.0.43.250,12932,859,TCP,462,0.12015155049697081,RST,1
192.168.0.80,10.0.189.237,27447,849,TCP,480,0.7749348725244137,PSH,0
192.168.31.152,10.0.166.108,44639,503,ICMP,534,0.06077028756762947,PSH,0
192.168.97.217,10.0.247.205,10195,658,ICMP,433,0.9580229298562456,PSH,0
192.168.198.251,10.0.143.3,13745,918,TCP,449,0.9766718362371476,FIN,0
192.168.216.82,10.0.89.13,61770,573,TCP,700,0.3019035398024474,RST,0
192.168.186.205,10.0.59.187,62239,120,UDP,531,0.14538747776178085,RST,0
192.168.64.134,10.0.201.166,56859,573,TCP,383,1.600848314649774,FIN,0
192.168.113.28,10.0.255.205,50453,309,TCP,585,1.4713417034164098,PSH,0
192.168.202.3,10.0.161.154,17640,538,ICMP,471,2.9189083676914507,PSH,0
192.168.235.81,10.0.124.10,43536,627,UDP,439,0.5911491268543076,FIN,0
192.168.74.209,10.0.12.19,39482,475,UDP,744,0.37914201236123873,SYN,0
192.168.151.215,10.0.114.227,47193,552,TCP,507,0.3604076253710928,RST,0
192.168.112.128,10.0.131.222,8683,344,TCP,419,0.1986745535131839,PSH,0
192.168.233.38,10.0.40.78,61638,628,ICMP,441,0.4303718945265572,PSH,0
192.168.145.38,10.0.17.90,44393,136,TCP,514,0.13673364724386372,FIN,0
192.168.17.154,10.0.26.100,12728,277,UDP,514,2.056006864857211,ACK,0
192.168.163.80,10.0.245.5,33817,989,TCP,546,0.42599559662165437,RST,0
192.168.63.71,10.0.36.216,49176,811,TCP,329,0.7924800801725569,RST,0
192.168.244.162,10.0.130.201,47497,533,TCP,388,0.0689038243798188,RST,0
192.168.110.127,10.0.139.245,32250,899,TCP,481,0.3295242440656832,SYN,0
192.168.149.181,10.0.221.92,24876,31,TCP,446,0.25301213042553267,ACK,0
192.168.192.16,10.0.158.133,33106,247,TCP,392,2.1800394507843333,RST,0
192.168.170.40,10.0.131.2,23818,411,TCP,536,0.19846936319402655,SYN,0
192.168.107.218,10.0.25.4,42444,1006,TCP,545,1.5873199965135076,SYN,0
192.168.115.180,10.0.20.228,53940,27,UDP,672,0.33221726126026063,SYN,0
192.168.26.237,10.0.150.10,56775,73,TCP,570,0.23719643221334466,RST,0
192.168.91.220,10.0.11.75,61799,953,TCP,548,0.009706960156142959,RST,0
192.168.249.187,10.0.211.66,14403,97,TCP,482,0.3446926050660885,FIN,0
192.168.200.77,10.0.183.65,55278,673,TCP,771,0.07288070198701786,FIN,0
192.168.81.254,10.0.236.99,8030,346,TCP,466,0.4496235037173238,ACK,0
192.168.11.141,10.0.108.76,53659,476,TCP,465,0.05435496896850383,FIN,0
192.168.200.87,10.0.225.90,52170,300,TCP,596,0.06638167811404914,RST,0
192.168.216.174,10.0.87.93,9706,299,TCP,339,0.4377989532012768,FIN,0
192.168.242.254,10.0.208.5,34864,287,TCP,492,0.5942099784738654,ACK,1
192.168.178.194,10.0.144.230,33454,885,UDP,510,0.4040847107415167,RST,0
192.168.200.101,10.0.72.221,24115,449,UDP,459,0.023980001767423025,PSH,0
192.168.36.136,10.0.144.102,61541,212,TCP,604,0.19612875749039824,PSH,1
192.168.144.73,10.0.217.35,34007,76,TCP,549,2.797698494858597,PSH,0
192.168.99.180,10.0.161.114,25013,401,UDP,529,0.8480105074200632,ACK,0
192.168.201.25,10.0.216.16,10939,655,TCP,506,1.9240437767411591,ACK,0
192.168.67.83,10.0.42.248,43576,34,TCP,464,0.052693764762217564,RST,0
192.168.27.218,10.0.98.136,20014,498,TCP,292,0.007601345721358575,PSH,0
192.168.155.118,10.0.20.179,25758,848,ICMP,554,1.52212001780384,SYN,0
192.168.83.148,10.0.240.155,15848,516,UDP,595,0.48528738481943673,FIN,0
192.168.70.114,10.0.169.190,54957,328,TCP,499,0.4606768352682851,PSH,0
192.168.247.75,10.0.40.23,37105,98,TCP,350,0.2720956331916945,PSH,0
192.168.74.54,10.0.57.44,12057,366,ICMP,450,0.1750013670334442,PSH,0
192.168.111.206,10.0.54.203,43760,729,TCP,452,1.7629111526800898,PSH,0
192.168.100.189,10.0.196.91,17265,463,TCP,454,0.06337306242259422,RST,0
192.168.4.93,10.0.90.175,60420,28,TCP,550,0.6898634986695283,FIN,0
192.168.52.174,10.0.190.16,57939,713,UDP,369,0.4469636779199893,PSH,0
192.168.75.97,10.0.60.95,6963,386,TCP,480,0.32215980565204844,RST,0
192.168.218.174,10.0.168.155,48488,273,UDP,484,1.4302183993202813,PSH,0
192.168.86.238,10.0.11.79,48586,826,TCP,651,2.1115744813279,SYN,0
192.168.28.25,10.0.123.28,36087,127,TCP,539,0.2168995939248963,RST,0
192.168.182.250,10.0.173.241,55861,202,TCP,455,0.08013646288830567,SYN,0
192.168.242.46,10.0.11.113,35488,521,UDP,638,0.4700883070960548,PSH,0
192.168.26.31,10.0.36.199,12209,287,TCP,379,0.5800540126499688,FIN,0
192.168.173.152,10.0.254.66,28069,450,TCP,432,0.05459775553833584,RST,0
192.168.222.249,10.0.36.162,52122,88,TCP,318,0.6349449925743685,SYN,0
192.168.76.161,10.0.221.176,45793,318,TCP,658,3.018910180953131,SYN,0
192.168.206.63,10.0.140.124,48142,19,UDP,521,0.4871574314875014,FIN,0
192.168.17.31,10.0.247.220,20191,593,TCP,478,2.302687617595991,RST,0
192.168.123.102,10.0.198.225,37436,107,TCP,623,1.8876680216187214,ACK,0
192.168.250.78,10.0.96.210,22649,1009,TCP,442,0.5737171815083716,SYN,0
192.168.88.168,10.0.51.161,40212,458,TCP,455,1.2259206814164758,RST,0
192.168.192.199,10.0.20.177,64045,1010,UDP,609,0.23453193021265853,ACK,0
192.168.45.200,10.0.117.199,28100,311,TCP,442,0.14515425860160866,RST,0
192.168.237.222,10.0.80.180,57733,412,TCP,451,0.0021195824835620125,PSH,0
192.168.195.71,10.0.126.32,45629,742,TCP,506,0.076152403823227,SYN,0
192.168.227.95,10.0.234.103,20053,624,TCP,534,0.9897369094426794,ACK,0
192.168.5.31,10.0.241.15,23997,732,TCP,573,2.1663695848122115,FIN,0
192.168.59.22,10.0.83.93,40145,635,TCP,478,3.8094551073134064,FIN,0
192.168.62.126,10.0.157.247,32457,498,UDP,332,0.6586863360230142,PSH,0
192.168.115.6,10.0.192.26,44333,244,TCP,535,0.15139639698120644,PSH,0
192.168.245.71,10.0.211.131,2956,690,TCP,520,0.00014595004103438522,ACK,0
192.168.48.204,10.0.130.236,45278,577,TCP,517,4.192321600810351,SYN,0
192.168.92.99,10.0.149.72,2781,380,TCP,424,1.7028190175890956,SYN,0
192.168.247.166,10.0.194.152,31746,515,TCP,312,0.7416446607387741,FIN,0
192.168.222.77,10.0.214.73,38877,207,TCP,496,0.2818297073155144,PSH,0
192.168.64.26,10.0.187.195,39429,948,TCP,405,0.7292214060097719,FIN,0
192.168.166.17,10.0.92.65,2140,394,TCP,555,1.8235392019085617,ACK,0
192.168.94.104,10.0.157.22,44551,21,UDP,574,0.8119011335580458,FIN,0
192.168.10.101,10.0.116.48,12715,805,TCP,345,5.405891170221955,FIN,0
192.168.250.17,10.0.34.222,1516,527,ICMP,429,0.11286154430607709,PSH,0
192.168.63.193,10.0.45.220,28906,343,TCP,670,4.047141884307244,PSH,0
192.168.106.248,10.0.123.222,9835,718,TCP,455,0.878622921259885,SYN,0
192.168.60.47,10.0.227.162,28832,975,TCP,519,0.8392096300551697,SYN,0
192.168.92.2,10.0.65.70,25296,202,TCP,587,0.44495724138806525,SYN,0
192.168.228.205,10.0.142.197,29423,120,TCP,522,0.04176500329335248,FIN,0
192.168.160.32,10.0.252.239,7498,649,TCP,608,1.428968659715684,FIN,0
192.168.20.33,10.0.80.200,27980,812,TCP,593,0.3227794739935762,RST,0
192.168.105.168,10.0.234.192,48177,807,TCP,633,0.43084409438661275,ACK,0
192.168.82.23,10.0.166.251,43530,389,TCP,517,0.7629374642201435,RST,0
192.168.131.218,10.0.47.184,55134,537,TCP,459,0.058648852749990876,ACK,0
192.168.17.22,10.0.136.235,15003,824,TCP,368,0.010849187880097784,PSH,0
192.168.63.130,10.0.153.249,45547,234,TCP,541,0.11086426101652176,FIN,0
192.168.152.94,10.0.156.6,43589,633,UDP,624,1.3293450816599242,RST,1
192.168.87.109,10.0.2.148,29352,602,UDP,425,0.2113902406647315,FIN,0
192.168.0.64,10.0.158.99,48399,320,TCP,437,0.7221120454950537,RST,0
192.168.153.12,10.0.173.218,13891,712,TCP,464,0.2056747738801248,SYN,0
192.168.150.169,10.0.130.230,60258,982,TCP,409,0.33510930113597426,ACK,0
192.168.227.36,10.0.207.61,26875,180,UDP,514,0.03865663840240484,SYN,0
192.168.251.178,10.0.79.165,32303,857,UDP,449,0.45643638668315123,FIN,0
192.168.160.134,10.0.148.144,52919,368,TCP,380,0.14660163143638763,PSH,0
192.168.180.156,10.0.253.144,31551,76,UDP,417,0.8167231451364841,PSH,0
192.168.107.177,10.0.9.165,8890,649,TCP,644,1.8091413549094923,SYN,0
192.168.50.170,10.0.244.193,16473,650,UDP,511,2.1067734808832825,RST,0
192.168.22.61,10.0.124.123,11709,496,TCP,644,2.7085485631984563,SYN,0
192.168.18.49,10.0.203.171,24568,522,TCP,445,0.13227028051384623,PSH,0
192.168.72.77,10.0.244.108,6475,201,UDP,355,0.7266059385833589,SYN,0
192.168.110.246,10.0.130.219,22666,830,TCP,472,0.12189680570429386,ACK,0
192.168.68.155,10.0.240.237,42340,346,ICMP,664,0.3659452850029873,SYN,0
192.168.110.152,10.0.105.116,64088,483,TCP,267,0.2630872527010934,RST,0
192.168.183.72,10.0.23.83,64785,219,TCP,325,0.012531903491364668,FIN,0
192.168.65.187,10.0.127.71,40978,60,UDP,470,2.685740442347994,SYN,0
192.168.216.20,10.0.75.90,39894,991,TCP,605,1.5219012218591288,ACK,0
192.168.130.67,10.0.57.145,32054,659,TCP,395,0.731868100265433,RST,0
192.168.195.167,10.0.51.219,59237,619,TCP,517,0.42292717598016655,ACK,0
192.168.83.103,10.0.232.32,59253,550,ICMP,494,0.5303406839566451,RST,0
192.168.233.22,10.0.216.33,60369,646,UDP,619,0.22965266930559688,PSH,0
192.168.130.174,10.0.228.79,31897,911,TCP,731,3.4483029083437557,PSH,0
192.168.217.241,10.0.226.112,63877,221,TCP,421,0.33614309725140107,FIN,0
192.168.73.138,10.0.234.111,59651,815,TCP,464,0.07764207831347955,FIN,0
192.168.104.19,10.0.217.178,1643,941,TCP,493,0.83115252074982,RST,0
192.168.137.163,10.0.204.193,34674,502,ICMP,418,1.381460007448573,ACK,0
192.168.98.183,10.0.29.178,26396,133,TCP,677,3.5538830930191465,ACK,0
192.168.190.145,10.0.41.151,4666,846,TCP,388,0.9715485440100115,SYN,0
192.168.83.108,10.0.61.154,64636,53,TCP,625,0.20383933949678573,PSH,0
192.168.78.81,10.0.97.229,29025,450,ICMP,457,0.49609619896394863,SYN,0
192.168.222.98,10.0.186.42,35088,62,TCP,493,0.3807563973650446,FIN,0
192.168.13.247,10.0.194.215,30314,23,ICMP,512,0.01972399056858404,PSH,0
192.168.126.20,10.0.129.33,15146,44,TCP,451,0.49787095781568386,ACK,0
192.168.138.32,10.0.175.148,25844,820,UDP,577,1.6075394001123942,PSH,0
192.168.56.176,10.0.107.29,3919,558,TCP,542,0.5197304875524918,FIN,0
192.168.208.17,10.0.229.112,56769,659,TCP,653,1.9090580213436548,PSH,0
192.168.168.164,10.0.254.217,51105,728,TCP,563,1.3583873876815813,FIN,0
192.168.45.93,10.0.7.136,6390,852,TCP,380,1.2706585036279805,ACK,0
192.168.170.200,10.0.181.108,9735,47,TCP,484,0.4797272840739293,RST,0
192.168.139.38,10.0.229.82,20620,859,UDP,658,0.054831946019491276,PSH,0
192.168.115.71,10.0.59.7,19817,820,TCP,443,2.140794528529642,RST,1
192.168.5.26,10.0.191.217,9223,24,ICMP,648,1.0169061364876144,FIN,0
192.168.193.251,10.0.223.188,11741,657,TCP,572,0.09488135175634736,PSH,0
192.168.113.97,10.0.108.204,37215,89,TCP,580,0.08508124669705865,ACK,0
192.168.53.201,10.0.212.125,11235,174,UDP,286,0.9526296010485662,PSH,0
192.168.63.45,10.0.23.170,46574,576,UDP,542,0.5485454742793833,ACK,0
192.168.156.151,10.0.155.220,64093,119,TCP,707,0.21160712635349538,FIN,0
192.168.250.25,10.0.142.201,24384,735,TCP,412,0.2736894550533895,RST,0
192.168.178.180,10.0.228.123,57770,668,UDP,659,0.4873267484590066,SYN,1
192.168.144.142,10.0.246.235,22566,178,UDP,518,1.3871338252429792,SYN,0
192.168.138.156,10.0.56.70,32336,1019,UDP,419,0.21936424832032042,PSH,0
192.168.50.230,10.0.17.91,46266,832,UDP,471,1.2116393713752427,RST,0
192.168.24.44,10.0.230.217,37459,924,TCP,329,0.19728022683026616,ACK,0
192.168.162.243,10.0.239.242,29271,342,UDP,503,1.4427895152913592,SYN,0
192.168.199.47,10.0.28.35,61169,568,TCP,541,2.3051238386063946,RST,0
192.168.176.207,10.0.186.244,23381,59,TCP,736,0.5848074120238911,RST,0
192.168.206.123,10.0.9.179,56412,901,TCP,538,1.02533677870564,FIN,0
192.168.65.67,10.0.43.93,42069,438,TCP,643,0.3097269467296193,SYN,0
192.168.4.176,10.0.188.247,28715,428,TCP,400,2.6260857758175558,FIN,0
192.168.79.169,10.0.144.66,13448,426,TCP,481,0.55490805320276,RST,0
192.168.64.37,10.0.144.10,19876,968,TCP,531,0.6865646235469981,SYN,0
192.168.193.146,10.0.164.118,23625,381,TCP,413,0.3030913059207664,ACK,0
192.168.136.14,10.0.165.34,53795,486,TCP,478,0.2156872638934841,PSH,0
192.168.189.182,10.0.189.100,19044,732,TCP,597,0.2580289775770611,RST,0
192.168.127.174,10.0.110.126,9179,185,TCP,743,0.6459391113660151,ACK,0
192.168.214.181,10.0.132.244,4607,559,UDP,582,0.14804683862485454,PSH,0
192.168.234.47,10.0.136.240,16539,460,TCP,429,0.49082659871105994,SYN,0
192.168.224.253,10.0.137.92,37801,889,TCP,496,0.48132281200337335,ACK,0
192.168.181.205,10.0.172.188,20734,921,ICMP,395,0.5676623683588223,ACK,1
192.168.239.129,10.0.172.182,44202,102,TCP,525,0.5481808312964863,PSH,0
192.168.146.71,10.0.242.100,25556,556,TCP,648,0.3207840166242102,ACK,0
192.168.219.134,10.0.209.54,64215,15,TCP,530,0.45697635052157565,SYN,0
192.168.117.79,10.0.123.212,19625,748,UDP,499,2.3265122452942855,SYN,0
192.168.44.243,10.0.173.177,64251,873,UDP,493,0.03819262907864327,RST,0
192.168.156.105,10.0.139.249,5991,51,TCP,519,0.09188010186043506,PSH,0
192.168.160.217,10.0.94.1,19777,309,UDP,666,2.642891766431194,FIN,0
192.168.46.163,10.0.170.7,21046,34,UDP,577,0.3160818867660984,SYN,0
192.168.40.20,10.0.174.244,44487,636,TCP,396,0.36265823214973014,FIN,0
192.168.122.242,10.0.110.200,10159,1005,TCP,440,0.421720951934382,ACK,0
192.168.47.43,10.0.5.176,6746,589,UDP,622,0.10912123379473167,PSH,0
192.168.29.22,10.0.230.42,28437,904,TCP,540,1.4652598790782354,PSH,0
192.168.146.142,10.0.240.238,28260,635,TCP,316,0.1781323081601754,SYN,0
192.168.252.207,10.0.240.34,16538,205,TCP,605,1.2098384347687732,SYN,0
192.168.5.247,10.0.73.122,44920,740,TCP,457,0.2646265379174846,PSH,0
192.168.217.174,10.0.199.147,38236,70,TCP,429,1.1460465156350912,FIN,0
192.168.69.123,10.0.167.173,41410,230,TCP,604,3.571023695324514,PSH,0
192.168.254.132,10.0.254.16,21355,480,TCP,598,0.7127328353431283,RST,0
192.168.63.104,10.0.139.216,19084,533,UDP,489,0.38406470501308426,PSH,0
192.168.7.158,10.0.80.189,2220,108,TCP,543,0.47477491580899234,FIN,0
192.168.97.234,10.0.218.210,13321,876,TCP,439,0.48438493150795087,ACK,1
192.168.3.183,10.0.206.6,3811,241,ICMP,425,0.13391137202050596,FIN,0
192.168.217.180,10.0.120.105,24840,251,UDP,464,1.7081268650430235,PSH,0
192.168.176.63,10.0.216.208,59829,135,TCP,465,0.4767972029284115,PSH,0
192.168.21.156,10.0.15.202,41719,90,TCP,440,1.2654721046515849,ACK,0
192.168.229.247,10.0.95.200,20726,591,TCP,588,0.31523105732619283,RST,0
